Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
SuYan,17,5,0.29411764705882354,18,3,0.16666666666666666,19,1,0.05263157894736842,0,1
Nattavut Sutyanyong,10,1,0.1,10,1,0.1,19,0,0,0,0
jiaan.geng,16,0,0,16,0,0,19,0,0,0,0
roncenzhao,15,0,0,15,0,0,19,0,0,0,0
marymwu,17,1,0.058823529411764705,17,1,0.058823529411764705,18,0,0,0,0
Russell Spitzer,10,1,0.1,10,0,0,18,0,0,0,0
Bogdan Raducanu,16,1,0.0625,16,1,0.0625,18,0,0,0,0
Bjørn Jørgensen,18,1,0.05555555555555555,18,1,0.05555555555555555,18,0,0,0,0
Jianshi Huang,14,4,0.2857142857142857,14,3,0.21428571428571427,18,0,0,0,0
Zhongshuai Pei,16,1,0.0625,16,0,0,18,0,0,0,0
Alex Liu,16,1,0.0625,16,1,0.0625,18,0,0,0,0
Yesha Vora,18,3,0.16666666666666666,18,3,0.16666666666666666,18,0,0,0,0
Chetan Bhat,18,0,0,18,0,0,18,0,0,0,0
Tanel Kiis,12,1,0.08333333333333333,12,1,0.08333333333333333,17,0,0,0,0
Egor Pahomov,16,3,0.1875,16,3,0.1875,17,0,0,0,0
Nong Li,10,1,0.1,10,1,0.1,16,0,0,0,0
Charles R Allen,9,1,0.1111111111111111,10,1,0.1,16,1,0.0625,0,1
Peter George Robbins,10,4,0.4,11,4,0.36363636363636365,16,1,0.0625,0,1
StanZhai,15,5,0.3333333333333333,17,4,0.23529411764705882,16,2,0.125,1,1
Parth Gandhi,13,2,0.15384615384615385,13,2,0.15384615384615385,15,0,0,0,0
Jacek Lewandowski,10,1,0.1,10,1,0.1,15,0,0,0,0
YanTang Zhai,14,1,0.07142857142857142,14,1,0.07142857142857142,15,0,0,0,0
Yana Kadiyska,10,2,0.2,10,2,0.2,15,0,0,0,0
Bago Amirbekian,11,3,0.2727272727272727,12,2,0.16666666666666666,15,1,0.06666666666666667,0,1
Aniket Bhatnagar,12,2,0.16666666666666666,12,2,0.16666666666666666,15,0,0,0,0
Jurriaan Pruis,10,3,0.3,10,1,0.1,14,0,0,0,0
