CLOUDSTACK
13.975818
5.020789
0.875435
0.010336
0.021904
3.721850
16.764926
14.202517
16.854106
0.004882
175.402610
35.027104
3.863401
34.534344
1.271945
75.173339
123.140160
92.015148
13.250178
0.070239
0.916563
0.693795
2.045119
0.145651
7.885276
89.053354
13.836452
34.989623
0.984255
61.720416
1.027532
1.957172
0.078961
6.961438
6.140696
0.879246
0.003724
2.235620
32.112678
0.004388
0.001415
0.541649
0.329218
0.494533
50.314630
24.259577
0.061825
20.104029
43.367536
3.466384
0.165869
3.707741
7.757264
49.526524
0.764446
12.742853
60.372344
0.004677
52.867696
42.379149
13.652289
7.277682
0.093770
21.166836
5.948297
79.141203
16.830136
1.926586
1.111631
79.837399
272.021514
147.769849
0.800250
0.004412
1.352775
24.240524
1.921034
154.595651
2.191322
0.004502
0.014515
0.244341
25.362841
3.254883
0.055877
174.581826
22.781555
59.502436
4.778023
0.513204
28.004080
3.723524
0.009106
0.007879
20.487772
9.449230
0.813310
0.009964
3.776048
0.291543
181.056654
0.162029
38.603281
1.892961
0.783244
0.004583
39.899166
3.172579
6.816540
7.830687
12.311292
0.058446
0.711663
0.001810
1.007243
1.235707
0.097407
1.550266
2.065559
0.003597
0.104815
0.011608
3.720071
292.015174
0.139768
10.676915
0.986213
26.016298
120.004172
2.855028
