Key,Mean,Std
HDFS-3625,2,0
HDFS-4594,1,0
HDFS-7532,3,0
HDFS-8891,2,0
HDFS-4797,1,0
HDFS-11609,1,0
HDFS-776,1,0
HDFS-1046,2,0
HDFS-4609,1,0
HDFS-13677,2,0
HDFS-566,3,0
HDFS-1921,1,0
HDFS-5728,1,0
HDFS-2346,2,0
HDFS-9290,3,0
HDFS-3061,2,0
HDFS-4368,1,0
HDFS-470,1,0
HDFS-11268,1,0
HDFS-1104,2,0
HDFS-4901,2,0
HDFS-5226,2,0
HDFS-3328,1,0
HDFS-5794,1,0
HDFS-11022,1,0
HDFS-3266,1,0
HDFS-128,1,0
HDFS-8179,2,0
HDFS-6833,1,0
HDFS-7452,1.5,0.7071067811865476
HDFS-8914,2,0
HDFS-4693,1,0
HDFS-6647,2,0
HDFS-16409,2,0
HDFS-671,2,0
HDFS-724,2,0
HDFS-9064,1,0
HDFS-9242,1,0
HDFS-931,1,0
HDFS-6640,1,0
HDFS-12480,2,0
HDFS-9591,1,0
HDFS-9836,2,0
HDFS-2034,1,0
HDFS-9505,1,0
HDFS-3316,1,0
HDFS-12682,2,0
HDFS-3384,1,0
HDFS-900,1,0
HDFS-9294,2,0
HDFS-10915,1,0
HDFS-7963,2,0
HDFS-4969,2,0
HDFS-9067,1,0
HDFS-1574,1,0
HDFS-11365,1,0
HDFS-10828,2,0
HDFS-4818,1,0
HDFS-2325,3,0
HDFS-5073,1,0
HDFS-756,1,0
HDFS-4180,1,0
HDFS-5427,2,0
HDFS-1084,2,0
HDFS-10684,2,0
HDFS-7364,1,0
HDFS-8626,1,0
HDFS-9174,2,0
HDFS-2386,2,0
HDFS-16116,1,0
HDFS-14509,2,0
HDFS-14910,2,0
HDFS-14420,1,0
HDFS-9479,1,0
HDFS-4477,1,0
HDFS-6583,1,0
HDFS-1158,1,0
HDFS-11885,1,0
HDFS-12437,2,0
HDFS-1887,1,0
HDFS-1000,2,0
HDFS-12526,1,0
HDFS-11258,2,0
HDFS-9761,3,0
HDFS-2021,1,0
HDFS-13833,1,0
HDFS-9074,1,0
HDFS-2986,1,0
HDFS-5504,2,0
HDFS-1595,1,0
HDFS-6587,2,0
HDFS-785,1,0
HDFS-10569,1,0
HDFS-6599,1,0
HDFS-15900,1,0
HDFS-2498,2,0
HDFS-3550,2,0
HDFS-6515,2,0
HDFS-456,2,0
HDFS-11233,1,0
HDFS-4927,1,0
HDFS-6536,1,0
HDFS-12638,1,0
HDFS-12079,1,0
HDFS-3690,2,0
HDFS-7301,1,0
HDFS-3385,1,0
HDFS-9914,2,0
HDFS-8211,1,0
YARN-2856,1,0
YARN-5432,1,0
YARN-8508,1,0
YARN-1351,2,0
YARN-4109,1,0
YARN-2526,1.5,0.7071067811865476
YARN-7794,2,0
YARN-293,1,0
YARN-5420,1,0
YARN-8222,1,0
YARN-3104,1,0
YARN-7428,1,0
YARN-7381,1,0
YARN-5359,1,0
YARN-4714,2,0
YARN-1866,1,0
YARN-3798,2,0
YARN-10501,1,0
YARN-8657,1,0
YARN-2204,2,0
YARN-8676,1,0
YARN-3871,1,0
YARN-9568,1,0
YARN-9010,1,0
YARN-7247,1,0
YARN-5309,2,0
YARN-370,1,0
YARN-3919,2,0
YARN-3754,1,0
YARN-189,1,0
YARN-6049,1,0
YARN-241,1,0
YARN-9284,1,0
YARN-386,2,0
YARN-2865,1,0
YARN-6695,1,0
YARN-5788,1,0
YARN-1986,1,0
YARN-3260,1,0
YARN-3976,2,0
YARN-4606,1,0
YARN-1056,3,1.4142135623730951
YARN-4762,1,0
YARN-9557,1,0
YARN-9632,1,0
YARN-8404,1,0
YARN-3860,1,0
YARN-1096,3,0
YARN-4592,1,0
YARN-4281,2,0
YARN-1075,1,0
YARN-9194,1,0
YARN-8636,1,0
YARN-8133,2,0
YARN-3181,2,0
YARN-7663,1,0
YARN-7876,2,0
YARN-7153,1,0
YARN-1931,2,0
YARN-5121,2,0
YARN-11150,1,0
YARN-7102,1,0
YARN-8614,1,0
YARN-10233,2,0
YARN-1431,2,0
YARN-4893,2,0
YARN-6081,1,0
YARN-10050,1,0
YARN-1985,1,0
YARN-5694,1,0
YARN-7698,1,0
YARN-8782,1,0
YARN-7134,2,0
YARN-10970,1,0
YARN-7879,1,0
YARN-8695,1,0
YARN-2523,1,0
YARN-8858,1,0
YARN-6003,2,0
YARN-6918,1,0
YARN-10720,1,0
YARN-2428,2,0
YARN-3944,1,0
YARN-5632,1,0
YARN-7710,3,0
YARN-5371,1,0
YARN-8752,2,0
YARN-5368,1,0
YARN-8464,1,0
YARN-3535,1,0
YARN-3530,1,0
YARN-4017,2,0
YARN-10976,1,0
YARN-1422,1,0
YARN-8476,3,0
YARN-9165,1,0
YARN-11072,2,0
YARN-1259,2,0
YARN-1166,1,0
YARN-8600,1,0
YARN-1872,2,0
YARN-10498,1,0
YARN-6951,1,0
YARN-9583,1,0
YARN-3397,1,0
YARN-7786,1,0
YARN-1189,2,0
YARN-8747,1,0
YARN-957,2,0
YARN-8541,2,0
YARN-1742,1,0
YARN-10716,2,0
YARN-457,1,0
YARN-2735,1,0
YARN-1788,1,0
YARN-1741,2,0
YARN-3304,2,0
YARN-1841,2,0
YARN-4497,1,0
YARN-460,1,0
YARN-6996,2,0
YARN-4051,1,0
YARN-6453,3,0
YARN-5848,2,0
YARN-3845,1,0
YARN-4180,1,0
YARN-10219,2,0
YARN-4348,2,0
YARN-4731,1,0
YARN-7647,1,0
YARN-7925,2,0
YARN-9639,1,0
YARN-7185,1,0
YARN-4955,1,0
YARN-8193,1,0
YARN-3804,1,0
YARN-7187,2,0
YARN-7052,1,0
YARN-7558,1,0
YARN-5373,1,0
YARN-4154,2,0
YARN-3803,1,0
YARN-47,2,0
YARN-1603,1,0
YARN-8068,2,0
YARN-1180,2,0
YARN-1760,2,0
YARN-1842,1,0
YARN-10055,2,0
YARN-3997,1,0
YARN-4241,2,0
YARN-11151,1,0
YARN-1724,1,0
YARN-4386,1,0
YARN-1726,3,0
YARN-10492,1,0
YARN-9636,3,1.4142135623730951
YARN-1400,2,0
YARN-3681,1,0
YARN-8498,3,0
YARN-4510,1,0
YARN-6647,1,0
YARN-1229,1,0
YARN-8209,1,0
YARN-8746,3,0
YARN-5840,1,0
YARN-7509,1,0
YARN-5834,1,0
YARN-8522,1,0
YARN-6948,1,0
YARN-1044,2,0
YARN-404,1.5,0.7071067811865476
YARN-376,2,0
YARN-3707,1,0
YARN-6288,2,0
YARN-9183,2,0
YARN-2684,1,0
YARN-2123,1,0
YARN-9210,2,0
YARN-7087,1,0
YARN-1206,2,0
YARN-1774,2,0
YARN-5988,2,0
YARN-8984,1,0
YARN-6585,2,0
YARN-5190,1,0
YARN-7765,1,0
YARN-8787,1,0
YARN-3369,1,0
YARN-270,1.5,0.7071067811865476
YARN-4709,1,0
YARN-10680,1,0
YARN-541,2,0
YARN-757,2,0
YARN-8941,1,0
YARN-1022,1,0
YARN-6068,1,0
YARN-8085,2,0
YARN-8369,1,0
YARN-3585,1,0
YARN-5131,1,0
YARN-7034,1,0
YARN-1943,1,0
YARN-897,2,0
YARN-2706,1,0
YARN-1832,1,0
YARN-7138,1,0
YARN-8149,1,0
YARN-4073,1,0
YARN-3080,1,0
YARN-410,2,0
YARN-2946,2,0
YARN-8346,2,0
YARN-8127,1,0
YARN-4421,1,0
YARN-8276,1,0
YARN-6564,1,0
YARN-6354,1,0
YARN-3433,1,0
YARN-4771,1,0
YARN-800,2,0
YARN-7211,2,0
YARN-2978,1,0
YARN-2991,2,0
YARN-3762,1,0
YARN-4741,1,0
YARN-3055,2,0
YARN-2776,1,0
YARN-4048,1,0
YARN-2819,1,0
YARN-1331,2,0
YARN-1053,2,0
YARN-7014,1,0
YARN-323,1,0
YARN-8948,1,0
YARN-10156,1,0
YARN-1852,1,0
YARN-2194,1,0
YARN-5195,1,0
YARN-3592,2,0
YARN-1064,2,0
YARN-8558,1,0
YARN-1157,1,0
YARN-10397,1,0
YARN-1032,2,0
YARN-8236,1,0
YARN-4028,1,0
YARN-9507,1,0
YARN-4264,2,0
YARN-6276,1,0
YARN-9437,3,0
YARN-1527,2,0
YARN-253,1.5,0.7071067811865476
YARN-1491,2,0
YARN-2836,2,0
YARN-8106,1,0
YARN-6054,1,0
YARN-3697,1,0
YARN-1670,1,0
YARN-2968,2,0
YARN-10428,1,0
YARN-2816,1,0
YARN-8360,1,0
YARN-8751,1,0
YARN-5313,2,0
YARN-968,1,0
YARN-11068,2,0
YARN-8116,1,0
YARN-8509,1,0
YARN-9714,2,0
YARN-7531,1,0
YARN-5020,1,0
YARN-2830,2,0
YARN-476,1,0
YARN-5774,2,0
YARN-5029,1,0
YARN-3444,1,0
YARN-9644,1,0
YARN-9226,1,0
YARN-8802,1,0
YARN-193,1,0
YARN-7364,1,0
YARN-7176,1,0
YARN-1932,1,0
YARN-3194,2,0
YARN-7739,1,0
YARN-1059,1,0
YARN-26,1,0
YARN-5805,1,0
YARN-8079,1,0
YARN-8869,2,0
YARN-2755,1,0
YARN-3315,1,0
YARN-861,1,0
YARN-2387,2,0
YARN-7163,2,0
YARN-5894,2,0
YARN-10019,1,0
YARN-8892,2,0
YARN-1071,1,0
YARN-2964,1,0
YARN-1681,1,0
YARN-1528,3,0
YARN-2506,1,0
YARN-854,2,0
YARN-4452,1,0
YARN-3516,1,0
YARN-2958,2,0
YARN-1444,3,0
YARN-3376,2,0
YARN-4247,2,0
YARN-4538,1,0
YARN-9163,2,0
YARN-6629,1,0
YARN-1703,1,0
YARN-4843,1,0
YARN-5270,1.5,0.7071067811865476
YARN-1417,2,0
YARN-4837,1,0
YARN-8879,1,0
YARN-7697,1,0
YARN-7962,2,0
YARN-305,2,0
YARN-3733,1,0
YARN-225,1,0
YARN-3793,1,0
YARN-4256,2,0
YARN-4534,2,0
YARN-2790,1,0
YARN-7062,1,0
YARN-8652,1,0
YARN-6236,1,0
YARN-3127,1,0
YARN-1583,1,0
YARN-10089,2,0
YARN-10555,1,0
YARN-2010,1,0
YARN-1721,1,0
YARN-4685,1.5,0.7071067811865476
YARN-4032,1,0
YARN-944,2,0
YARN-8434,3,0
YARN-11055,1,0
YARN-3748,2,0
YARN-9642,1,0
YARN-8290,1,0
YARN-7958,1,0
YARN-2325,1,0
YARN-2701,2,0
YARN-2788,2,0
YARN-867,1,0
YARN-6008,1,0
YARN-10187,1,0
YARN-7011,4,0
YARN-6640,3,0
YARN-3885,1,0
YARN-1934,1,0
YARN-4106,1.5,0.7071067811865476
YARN-1188,1,0
YARN-6029,1.5,0.7071067811865476
YARN-8667,1,0
YARN-4624,2,0
YARN-10177,2,0
YARN-4531,3,0
YARN-8339,1,0
YARN-2874,1,0
YARN-1673,1,0
YARN-2441,1,0
YARN-8629,1,0
YARN-7692,2,0
YARN-592,1,0
YARN-3231,1,0
YARN-8459,2,0
YARN-2823,1,0
YARN-7452,2,0
YARN-2594,2,0
YARN-2409,1,0
YARN-2579,2,0
YARN-4977,1,0
YARN-1748,2,0
YARN-7199,2,0
YARN-1608,1,0
YARN-1505,2,0
YARN-3675,1,0
YARN-7738,1,0
YARN-9430,1,0
YARN-2721,2,0
YARN-7591,1,0
YARN-9204,2,0
YARN-2624,2,0
YARN-7764,1,0
YARN-2931,1,0
YARN-4167,1,0
YARN-201,1,0
YARN-5140,1,0
YARN-6901,1,0
YARN-4665,1,0
YARN-1398,1,0
YARN-744,1,0
YARN-1556,1,0
YARN-354,1,0
YARN-9848,2,0
YARN-945,2,0
YARN-8830,1,0
YARN-6769,1,0
YARN-1772,1,0
YARN-8990,2,0
YARN-2834,1,0
YARN-9627,1,0
YARN-7400,2,0
YARN-8815,1,0
YARN-71,1,0
YARN-2752,1,0
YARN-2416,1,0
YARN-5197,1,0
YARN-1381,1,0
YARN-8453,2,0
YARN-3375,1.5,0.7071067811865476
YARN-10984,1,0
YARN-7415,1,0
YARN-3832,1,0
YARN-1386,1,0
YARN-1929,1,0
YARN-325,1,0
YARN-5823,2,0
YARN-1082,2,0
YARN-7799,1,0
YARN-9988,1,0
YARN-4377,2,0
YARN-4250,1.3333333333333333,0.5773502691896257
YARN-8108,2,0
YARN-10040,2,0
YARN-1454,1,0
YARN-3517,2,0
YARN-7942,2,0
YARN-1388,2,0
YARN-7873,2,0
YARN-7170,1,0
YARN-3204,2,0
YARN-2397,1,0
YARN-1758,2,0
YARN-1795,1,0
YARN-3387,1,0
YARN-8372,1,0
YARN-2682,1,0
YARN-10561,1,0
YARN-1773,1,0
YARN-10511,1,0
YARN-8917,1,0
YARN-3415,1,0
YARN-6289,1,0
YARN-3655,1,0
HBASE-9338,1,0
HBASE-3235,2,0
HBASE-428,2,0
HBASE-10454,1,0
HBASE-18099,1,0
HBASE-4214,2,0
HBASE-12431,1,0
HBASE-20027,2,0
HBASE-7671,1,0
HBASE-12177,1,0
HBASE-15225,1,0
HBASE-2474,2,0
HBASE-12878,1,0
HBASE-16044,1,0
HBASE-14225,2,0
HBASE-24095,2,0
HBASE-14349,1,0
HBASE-10922,1,0
HBASE-16721,1,0
HBASE-12978,2,0
HBASE-10383,1,0
HBASE-8430,1,0
HBASE-25774,1,0
HBASE-3787,1,0
HBASE-12319,1,0
HBASE-9514,2,0
HBASE-3374,2,0
HBASE-15811,2,0
HBASE-2894,4,0
HBASE-11831,1,0
HBASE-10864,2,0
HBASE-18800,1,0
HBASE-19900,2,0
HBASE-19437,1,0
HBASE-11595,1,0
HBASE-7971,1,0
HBASE-15101,1,0
HBASE-26804,2,0
HBASE-18246,1,0
HBASE-13167,2,0
HBASE-711,3,0
HBASE-15535,3,0
HBASE-810,3,0
HBASE-4101,2,0
HBASE-722,2,0
HBASE-20866,1,0
HBASE-17989,3,0
HBASE-16820,1.5,0.7071067811865476
HBASE-10312,1,0
HBASE-26951,1,0
HBASE-10060,1,0
HBASE-8248,1,0
HBASE-8353,1,0
HBASE-1118,1,0
HBASE-9761,1,0
HBASE-17853,2,0
HBASE-14498,1,0
HBASE-11380,2,0
HBASE-4008,1,0
HBASE-6219,3,0
HBASE-20259,1,0
HBASE-4716,1,0
HBASE-19384,1,0
HBASE-3170,1,0
HBASE-20644,1,0
HBASE-9657,2,0
HBASE-18401,1,0
HBASE-24625,1,0
HBASE-25432,2,0
HBASE-19694,1,0
HBASE-138,2,0
HBASE-23572,2,0
HBASE-23589,1,0
HBASE-7878,1,0
HBASE-22617,1,0
HBASE-6904,1,0
HBASE-599,1,0
HBASE-19188,1,0
HBASE-18493,1,0
HBASE-3065,1,0
HBASE-1177,2,0
HBASE-21173,1,0
HBASE-1573,2,0
HBASE-12125,1,0
HBASE-15184,1,0
HBASE-9204,2,0
HBASE-309,1,0
HBASE-969,2,0
HBASE-13703,1,0
HBASE-3436,1,0
HBASE-19794,1,0
HBASE-12558,1,0
HBASE-110,2,0
HBASE-17582,1,0
HBASE-18159,1,0
HBASE-13352,2,0
HBASE-8051,2,0
HBASE-2077,1,0
HBASE-26741,1,0
HBASE-238,1,0
HBASE-18415,1,0
HBASE-23571,1,0
HBASE-7258,2,0
HBASE-15908,1,0
HBASE-15026,1,0
HBASE-10298,2,0
HBASE-554,2,0
HBASE-2644,2,0
HBASE-18880,1,0
HBASE-12238,1,0
HBASE-9098,2,0
HBASE-8479,1,0
HBASE-18137,1,0
HBASE-8665,2,0
HBASE-11295,1,0
HBASE-9059,1,0
HBASE-21200,1,0
HBASE-488,1,0
HBASE-12348,1,0
HBASE-10968,1,0
HBASE-22070,1,0
HBASE-22980,1,0
HBASE-1058,2,0
HBASE-3955,2,0
HBASE-2337,2,0
HBASE-9358,2,0
HBASE-26,1,0
HBASE-17154,1,0
HBASE-10600,1.5,0.7071067811865476
HBASE-2998,1,0
HBASE-15014,1,0
HBASE-525,1,0
HBASE-7507,1,0
HBASE-3343,1,0
HBASE-23741,1,0
HBASE-9775,1,0
HBASE-582,2,0
HBASE-24376,1,0
HBASE-14442,1,0
HBASE-14190,1,0
HBASE-27107,1,0
HBASE-2656,2,0
HBASE-13974,1,0
HBASE-17072,1,0
HBASE-20485,1,0
HBASE-24977,1,0
HBASE-9960,1,0
HBASE-9676,1,0
HBASE-26114,1,0
HBASE-23007,1,0
HBASE-6127,1,0
HBASE-14219,3,0
HBASE-11354,1,0
HBASE-5897,1,0
HBASE-17648,1,0
HBASE-17827,1,0
HBASE-22012,1,0
HBASE-27,2.5,2.1213203435596424
HBASE-7805,1,0
HBASE-26692,2,0
HBASE-4277,1,0
HBASE-10125,2,0
HBASE-17287,2,0
HBASE-8036,2,0
HBASE-11887,1,0
HBASE-14178,1,0
HBASE-12078,1,0
HBASE-4151,1,0
HBASE-20538,1,0
HBASE-9393,1,0
HBASE-16179,1,0
HBASE-18776,1,0
HBASE-18470,1,0
HBASE-20602,1,0
HBASE-4127,3,0
HBASE-17133,1.5,0.7071067811865476
HBASE-20978,1,0
HBASE-1508,2,0
HBASE-2514,1,0
HBASE-4754,2,0
HBASE-4575,1,0
HBASE-18759,2,0
HBASE-20145,1,0
HBASE-527,2,0
HBASE-16081,1,0
HBASE-13676,1,0
HBASE-19768,1,0
HBASE-11408,1,0
HBASE-10581,1,0
HBASE-18035,1,0
HBASE-16247,1,0
HBASE-11967,1,0
HBASE-19418,1,0
HBASE-5702,1,0
HBASE-505,2,0
HBASE-9904,1,0
HBASE-20492,1,0
HBASE-10851,1,0
HBASE-8160,1,0
HBASE-15978,1,0
HBASE-18862,1,0
HBASE-4857,1,0
HBASE-12040,1,0
HBASE-22784,2,0
HBASE-782,1,0
HBASE-1754,1,0
HBASE-3379,1,0
HBASE-14591,2,0
HBASE-8597,1,0
HBASE-19004,1,0
HBASE-1634,2,0
HBASE-15253,1,0
HBASE-473,2,0
HBASE-24240,2,0
HBASE-501,2,0
HBASE-7226,1,0
HBASE-21259,1,0
HBASE-11423,1,0
HBASE-4246,1,0
HBASE-5885,2,0
HBASE-18617,1,0
HBASE-15098,2,0
HBASE-6651,1,0
HBASE-9612,1,0
HBASE-15218,1,0
HBASE-18145,1,0
HBASE-2378,1,0
HBASE-9581,2,0
HBASE-26708,1,0
HBASE-9480,1.5,0.7071067811865476
HBASE-591,2,0
HBASE-5623,1,0
HBASE-22163,2,0
HBASE-4976,2,0
HBASE-20225,1,0
HBASE-3431,2,0
HBASE-19304,2,0
HBASE-12119,1,0
HBASE-17146,2,0
HBASE-2506,1.3333333333333333,0.5773502691896257
HBASE-10018,1,0
HBASE-1311,2,0
HBASE-5121,1,0
HBASE-141,1,0
HBASE-21890,1,0
HBASE-3441,1,0
HBASE-8564,1,0
HBASE-21525,1,0
HBASE-6265,1,0
HBASE-25583,1,0
HBASE-10384,2,0
HBASE-4335,1,0
HBASE-7482,1,0
HBASE-1809,1,0
HBASE-3870,1,0
HBASE-20292,2,0
HBASE-15619,1,0
HBASE-22681,1,0
HBASE-10295,1,0
HBASE-13480,1,0
HBASE-751,1,0
HBASE-13834,2,0
HBASE-10330,1,0
HBASE-11215,1,0
HBASE-17040,1,0
HBASE-1264,1,0
HBASE-8483,2,0
HBASE-17258,2,0
HBASE-1394,1,0
HBASE-15548,2.5,0.7071067811865476
HBASE-11544,1,0
HBASE-1232,1,0
HBASE-10017,1,0
HBASE-7096,1,0
HBASE-1037,1,0
HBASE-2645,2,0
HBASE-13149,1,0
HBASE-867,1,0
HBASE-24960,1,0
HBASE-18607,2,0
HBASE-24739,2,0
HBASE-16499,1,0
HBASE-4724,1,0
HBASE-17387,1,0
HBASE-21008,1,0
HBASE-23056,1,0
HBASE-19089,2,0
HBASE-23684,1,0
HBASE-18491,1,0
HBASE-2827,1,0
HBASE-2105,2,0
HBASE-24802,1,0
HBASE-7013,1,0
HBASE-22425,2,0
HBASE-7529,1,0
HBASE-3029,1,0
HBASE-17471,1,0
HBASE-23825,2,0
HBASE-17117,2,0
HBASE-10757,1,0
HBASE-17886,2,0
HBASE-9935,1,0
HBASE-22881,1,0
HBASE-26679,1,0
HBASE-20007,1,0
HBASE-714,1,0
HBASE-2482,1,0
HBASE-866,1,0
HBASE-3744,1,0
HBASE-6670,1,0
HBASE-17069,1,0
HBASE-13143,1,0
HBASE-10148,2,0
HBASE-574,2,0
HBASE-16160,2,0
HBASE-23832,1,0
HBASE-8239,1,0
HBASE-21507,1,0
HBASE-6776,1,0
HBASE-11989,2,0
HBASE-17044,1,0
HBASE-108,1,0
HBASE-19196,2,0
HBASE-15990,1,0
HBASE-19688,1,0
HBASE-10182,2,0
HBASE-17135,1,0
HBASE-7528,2,0
HBASE-14012,1,0
HBASE-12898,2,0
HBASE-673,2,0
HBASE-18381,1,0
HBASE-790,2,0
HBASE-2786,2,0
HBASE-11012,1,0
HBASE-17460,1,0
HBASE-9435,2,0
HBASE-1416,1,0
HBASE-4254,1,0
HBASE-11823,1,0
HBASE-22100,1,0
HBASE-13220,1,0
HBASE-324,2,0
HBASE-21755,1,0
HBASE-8204,1,0
HBASE-12179,2.5,0.7071067811865476
HBASE-17722,2,0
HBASE-10549,1,0
HBASE-22106,1,0
HBASE-11279,1,0
HBASE-8817,1,0
HBASE-18036,1,0
HBASE-13324,1,0
HBASE-12478,1,0
HBASE-3060,2,0
HBASE-25,1,0
HBASE-812,3,0
HBASE-16931,1,0
HBASE-170,2,0
HBASE-10447,1,0
HBASE-767,1,0
HBASE-22442,2,0
HBASE-16660,1,0
HBASE-13339,2,0
HBASE-4547,1,0
HBASE-19898,2,0
HBASE-12246,2,0
HBASE-10101,1,0
HBASE-18606,1,0
HBASE-737,3,0
HBASE-19467,1,0
HBASE-20350,2,0
HBASE-21492,1,0
HBASE-85,1,0
HBASE-18505,1,0
HBASE-27097,1,0
HBASE-6714,1,0
HBASE-23171,1,0
HBASE-17603,2,0
HBASE-3241,2,0
HBASE-6619,1,0
HBASE-21425,1,0
HBASE-8732,1,0
HBASE-15063,1,0
HBASE-6907,1,0
HBASE-123,1,0
HBASE-1374,1,0
HBASE-4202,2,0
HBASE-1870,2,0
HBASE-20004,2,0
HBASE-1123,2,0
HBASE-278,1,0
HBASE-16841,2,0
HBASE-6469,1,0
HBASE-7108,1,0
HBASE-17705,2,0
HBASE-16290,1,0
HBASE-3312,1,0
HBASE-10949,1,0
HBASE-21873,2,0
HBASE-900,1,0
HBASE-3403,2,0
HBASE-1202,2,0
HBASE-14950,1,0
HBASE-5916,1,0
HBASE-709,2,0
HBASE-13374,2,0
HBASE-21919,1,0
HBASE-12996,2,0
HBASE-8615,1,0
HBASE-21158,1,0
HBASE-6533,1,0
HBASE-21843,2,0
HBASE-7196,1,0
HBASE-5088,1,0
HBASE-11386,2,0
HBASE-16765,1,0
HBASE-13260,1,0
HBASE-25674,1,0
HBASE-1879,1,0
HBASE-4890,2,0
HBASE-22380,1,0
HBASE-5864,1,0
HBASE-14943,2,0
HBASE-15752,1,0
HBASE-20413,1,0
HBASE-26643,1,0
HBASE-24040,1.5,0.7071067811865476
HBASE-2405,1,0
HBASE-11550,1.6666666666666667,0.5773502691896257
HBASE-4389,1,0
HBASE-22852,1,0
HBASE-26991,1,0
HBASE-17056,1,0
HBASE-25385,3,0
HBASE-2461,2,0
HBASE-25901,1,0
HBASE-27055,2.5,0.7071067811865476
HBASE-17125,1,0
HBASE-7694,1,0
HBASE-18143,1,0
HBASE-12530,1,0
HBASE-674,2,0
HBASE-7382,1,0
HBASE-22581,1,0
HBASE-13272,2,0
HBASE-10587,1,0
HBASE-14811,1,0
HBASE-615,2,0
HBASE-20326,1,0
HBASE-5204,2,0
HBASE-4481,1,0
HBASE-14242,1,0
HBASE-236,1.6666666666666667,0.5773502691896257
HBASE-25929,1,0
HBASE-29,1.5,0.7071067811865476
HBASE-497,2,0
HBASE-20130,1,0
HBASE-9590,1,0
HBASE-3889,2,0
HBASE-13772,1,0
HBASE-10493,1,0
HBASE-9456,1,0
HBASE-18350,2,0
HBASE-20343,1,0
HBASE-10461,1,0
HBASE-19445,2,0
HBASE-6065,1,0
HBASE-8416,1,0
HBASE-25829,1,0
HBASE-872,2,0
HBASE-11816,1,0
HBASE-20237,1,0
HBASE-26871,2,0
HBASE-26844,1,0
HBASE-11652,1,0
HBASE-19517,1,0
HBASE-7980,2,0
HBASE-22448,1,0
HBASE-25902,1,0
HBASE-8075,1.5,0.7071067811865476
HBASE-5161,2,0
HBASE-21849,1,0
HBASE-23337,3,0
HBASE-18311,2,0
HBASE-26862,1,0
HBASE-654,2,0
HBASE-27070,1,0
HBASE-176,1,0
HBASE-21509,1,0
HBASE-9457,1,0
HBASE-25322,2.5,0.7071067811865476
HBASE-26007,2,0
HBASE-6431,1,0
HBASE-828,1,0
HBASE-16992,1,0
HBASE-21609,2,0
HBASE-9420,2,0
HBASE-12656,2,0
HBASE-2627,2,0
HBASE-11863,2,0
HBASE-7933,1,0
HBASE-8711,1,0
HBASE-13630,1,0
HBASE-10598,1,0
HBASE-5387,1,0
HBASE-10329,1,0
HBASE-10123,1,0
HBASE-7551,1,0
HBASE-16604,1,0
HBASE-1933,2,0
HBASE-18904,1,0
HBASE-14407,1,0
HBASE-20169,1,0
HBASE-6388,2,0
HBASE-21665,1,0
HBASE-16161,1,0
HBASE-6239,2,0
HBASE-6602,1,0
HBASE-4793,1,0
HBASE-5097,2,0
HBASE-6514,2,0
HBASE-10497,1,0
HBASE-22058,1,0
HBASE-26013,1,0
HBASE-2236,1,0
HBASE-1076,2,0
HBASE-17565,1,0
HBASE-14501,1,0
HBASE-18625,1,0
HBASE-12422,1,0
HBASE-532,2,0
HBASE-9041,1,0
HBASE-6189,1,0
HBASE-17136,1,0
HBASE-147,1,0
HBASE-6798,2,0
HBASE-7205,1,0
HBASE-9533,2,0
HBASE-16636,1,0
HBASE-6210,2,0
HBASE-5782,1,0
HBASE-24693,1,0
HBASE-19773,1,0
HBASE-12265,1,0
HBASE-21335,1,0
HBASE-13416,1,0
HBASE-6648,2,0
HBASE-21307,1,0
HBASE-14804,1,0
HBASE-14953,1,0
HBASE-164,3,0
HBASE-5569,1,0
HBASE-15703,1,0
HBASE-20723,1,0
HBASE-10443,2,0
HBASE-16504,1,0
HBASE-19379,2,0
HBASE-18393,2,0
HBASE-4841,1,0
HBASE-1620,2,0
HBASE-14382,3,0
HBASE-10548,1,0
HBASE-9152,1,0
HBASE-26004,1,0
HBASE-17254,2,0
HBASE-21618,1,0
HBASE-938,2,0
HBASE-20764,1,0
HBASE-613,2,0
HBASE-19223,1,0
HBASE-7876,1,0
HBASE-15982,2,0
HBASE-21445,1,0
HBASE-1439,2,0
HBASE-836,2,0
HBASE-13959,1,0
HBASE-20517,1,0
HBASE-4511,2,0
HBASE-12865,1,0
HBASE-10850,1,0
HBASE-13605,1,0
HBASE-16071,1,0
HBASE-22393,1,0
HBASE-9117,1,0
HBASE-11252,1,0
HBASE-3667,2,0
HBASE-2545,2,0
HBASE-19395,1,0
HBASE-11433,1,0
HBASE-374,1,0
HBASE-8803,1,0
HBASE-12039,1,0
HBASE-5179,1,0
HBASE-5322,2,0
HBASE-15217,1,0
HBASE-18059,1,0
HBASE-24189,1,0
HBASE-4457,1.5,0.7071067811865476
HBASE-21553,1,0
HBASE-25378,1,0
HBASE-19055,2,0
HBASE-6667,1,0
HBASE-22190,2,0
HBASE-5781,1,0
HBASE-2740,1,0
HBASE-20671,1,0
HBASE-9413,2,0
HBASE-6896,1,0
HBASE-21503,1,0
HBASE-14241,1,0
HBASE-6649,2,0
HBASE-21800,1,0
HBASE-14843,2,0
HBASE-7390,1,0
HBASE-14745,1,0
HBASE-18943,1,0
HBASE-5094,1,0
HBASE-5990,1,0
HBASE-17717,1,0
HBASE-2861,1,0
HBASE-18144,1,0
HBASE-404,1,0
HBASE-24,1,0
HBASE-22169,1,0
HBASE-8912,1,0
HBASE-21614,1,0
HBASE-2483,2,0
